,name,cuda,seed,exp_name,num_envs,max_steps,num_steps,prod_mode,num_bot_envs,wandb_entity,capture_video,learning_rate,num_eval_runs,total_timesteps,agent_model_path,num_selfplay_envs,wandb_project_name,torch_deterministic,charts/lightRushAI/win,charts/guidedRojoA3N/win,charts/guidedRojoA3N/tie,RL agent against naiveMCTSAI,charts/izanagi/win,charts/droplet/loss,RL agent against izanagi,charts/coacAI/loss,charts/droplet/win,charts/workerRushAI/tie,charts/lightRushAI/tie,charts/naiveMCTSAI/loss,charts/total_parameters,RL agent against droplet,RL agent against workerRushAI,global_step,charts/tiamat/tie,charts/mixedBot/loss,charts/cumulative_match_results/tie,RL agent against rojo,RL agent against tiamat,RL agent against mixedBot,charts/cumulative_match_results/win,Match results,charts/rojo/loss,charts/mixedBot/tie,RL agent against randomBiasedAI,charts/cumulative_match_results/win rate,charts/coacAI/tie,charts/mixedBot/win,charts/randomAI/tie,charts/cumulative_match_results/loss,charts/cumulative_match_results/tie rate,charts/izanagi/tie,charts/workerRushAI/loss,charts/guidedRojoA3N/loss,charts/randomBiasedAI/loss,charts/cumulative_match_results/loss rate,charts/tiamat/win,charts/randomAI/win,charts/naiveMCTSAI/win,RL agent against lightRushAI,_step,_runtime,charts/naiveMCTSAI/tie,RL agent against guidedRojoA3N,RL agent against randomAI,RL agent against passiveAI,charts/workerRushAI/win,charts/randomBiasedAI/win,charts/rojo/tie,charts/passiveAI/tie,charts/randomAI/loss,RL agent against coacAI,charts/tiamat/loss,charts/izanagi/loss,charts/passiveAI/win,_timestamp,charts/rojo/win,charts/coacAI/win,charts/randomBiasedAI/tie,charts/droplet/tie,charts/passiveAI/loss,charts/lightRushAI/loss
0,ppo_gridnet_selfplay_encode_decode__1__1617673111,True,1,ppo_gridnet_selfplay_encode_decode,16,4000,256,True,0,vwxyzjn,True,0.00025,100,100000000,trained_models/ppo_gridnet_selfplay_encode_decode/agent-1.pt,16,gym-microrts-paper-eval,True,81,90,2,"{'path': 'media/videos/RL agent against naiveMCTSAI_212_f2d316d0.mp4', 'size': 1196703, '_type': 'video-file', 'sha256': 'f2d316d0a7c38e655cc3de3695e732b30617c8936e3f5911f596b7c4733e1f2f'}",62,67,"{'path': 'media/videos/RL agent against izanagi_285_0f6e7a17.mp4', 'size': 812011, '_type': 'video-file', 'sha256': '0f6e7a17e17e2d9f5920c95546e09580a6e77ca46afe93c4267889d09c4784e3'}",87,29,0,0,12,838191,"{'path': 'media/videos/RL agent against droplet_327_6692cfb5.mp4', 'size': 658650, '_type': 'video-file', 'sha256': '6692cfb546cd6c061e4e6c5ebc83b0c2478fb031368887e3641b5ea8f4e4765e'}","{'path': 'media/videos/RL agent against workerRushAI_70_63cbe1f3.mp4', 'size': 722817, '_type': 'video-file', 'sha256': '63cbe1f38d9bfe2b9b306cefd7004597e4cf0a4ab74c4f982bc457ec0056e8b6'}",0,0,13,80,"{'path': 'media/videos/RL agent against rojo_255_1ec1645e.mp4', 'size': 586290, '_type': 'video-file', 'sha256': '1ec1645e76f2efa952c972211e7427ac42b919b661c222cda3ecea456997293c'}","{'size': 672800, '_type': 'video-file', 'sha256': '29277580305c6292f20991cd4dfa69a1352f17d49964fcda6cd8edfc241a7729', 'path': 'media/videos/RL agent against tiamat_299_29277580.mp4'}","{'size': 632478, '_type': 'video-file', 'sha256': 'dbf50d979457065cc9ac3f4103308603763f8e9b7bb925172a7eb10115cabc71', 'path': 'media/videos/RL agent against mixedBot_230_dbf50d97.mp4'}",923,"{'_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1200, 'sha256': '23d9f32795b6f023d30ddb24fecfa36b427a6f95abbdd76d3bf5584ce67b82a6', 'path': 'media/images/Match results_359_23d9f327.png', 'size': 74377}",6,0,"{'size': 886945, '_type': 'video-file', 'sha256': '99f2e71f7830f765b5f97e83e2ae84082a4ad3160b4eb842ab20610ed1c873f8', 'path': 'media/videos/RL agent against randomBiasedAI_21_99f2e71f.mp4'}",0.7099999785423279,0,87,0,297,0.0615384615957737,11,54,8,0,0.22846153378486633,96,100,25,"{'size': 729338, '_type': 'video-file', 'sha256': 'ef4e8cb725dedafe4e27dd7bd8b00aa4a6695407aa5366d4632e3582fd8bedb4', 'path': 'media/videos/RL agent against lightRushAI_96_ef4e8cb7.mp4'}",360,33645.0,63,"{'path': 'media/videos/RL agent against guidedRojoA3N_358_3bb00b36.mp4', 'size': 969149, '_type': 'video-file', 'sha256': '3bb00b367484119918791440517a979b72559ee8db4493145ca8592343aa44be'}","{'sha256': '219080f73d007d8ffbda2b57dcbc0d837fb4ec597052ed1d4dcc915cb7c39f80', 'path': 'media/videos/RL agent against randomAI_36_219080f7.mp4', 'size': 587103, '_type': 'video-file'}","{'_type': 'video-file', 'sha256': 'f85eefa965f46151dd5a052afddc548597ff562d4906fad97f1eefc6e9901fe4', 'path': 'media/videos/RL agent against passiveAI_47_f85eefa9.mp4', 'size': 486517}",46,100,0,0,0,"{'_type': 'video-file', 'sha256': '7fc8dfb6c9a7aa96caccf30a5e92bd4b47a28eedbc656657f02aaf7e3fee01d2', 'path': 'media/videos/RL agent against coacAI_128_7fc8dfb6.mp4', 'size': 792669}",4,27,100,1617706757.7976031,94,13,0,4,0,19
1,ppo_gridnet_selfplay_diverse_encode_decode__1__1617673101,True,1,ppo_gridnet_selfplay_diverse_encode_decode,16,4000,256,True,0,vwxyzjn,True,0.00025,100,100000000,trained_models/ppo_gridnet_selfplay_diverse_encode_decode/agent-1.pt,16,gym-microrts-paper-eval,True,79,90,8,"{'path': 'media/videos/RL agent against naiveMCTSAI_218_0b5e0548.mp4', 'size': 1353989, '_type': 'video-file', 'sha256': '0b5e0548b1f871c4439bf7310f71f0a5abba518cf428c2f50758be0a44f71d10'}",69,58,"{'size': 882891, '_type': 'video-file', 'sha256': 'e6a4466c5a51418da436b6134bc408542b130a195e9bd120dfd6f5de5aee3d11', 'path': 'media/videos/RL agent against izanagi_295_e6a4466c.mp4'}",93,36,1,0,11,838191,"{'path': 'media/videos/RL agent against droplet_342_6fa37e5a.mp4', 'size': 919171, '_type': 'video-file', 'sha256': '6fa37e5a489dc49fe27827485f5caafc09b30f167946b22efe200857ada57f37'}","{'path': 'media/videos/RL agent against workerRushAI_75_c8e8301f.mp4', 'size': 796470, '_type': 'video-file', 'sha256': 'c8e8301f88d8ec4915a058117292e888f4d56817d4791c1357227ffadbbe4c81'}",0,0,11,88,"{'path': 'media/videos/RL agent against rojo_265_b912d282.mp4', 'size': 677225, '_type': 'video-file', 'sha256': 'b912d282422db15438062aaf284e47ae5230d095f6ff762442ab44bb1842af86'}","{'sha256': '9ca065da4b643aa7af4b98927e547a9ad6a34a62eeacee7ada0cb59243744e18', 'path': 'media/videos/RL agent against tiamat_312_9ca065da.mp4', 'size': 634424, '_type': 'video-file'}","{'size': 712724, '_type': 'video-file', 'sha256': 'e07f5b84ea080ef99126330826756dbdd528400a70453af97e64627affe067af', 'path': 'media/videos/RL agent against mixedBot_238_e07f5b84.mp4'}",935,"{'_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1200, 'sha256': 'aa86372e534a62f7ef5f1c205b0e214ffe9d212be7821d9d45de4811a04b43da', 'path': 'media/images/Match results_377_aa86372e.png', 'size': 77063}",3,0,"{'path': 'media/videos/RL agent against randomBiasedAI_21_bc565bab.mp4', 'size': 832678, '_type': 'video-file', 'sha256': 'bc565babc19c96dad1b410cb9be1835a814dcf8f926e791591af576dd1aec3d5'}",0.7192307710647583,0,89,0,277,0.06769230961799622,8,47,2,0,0.21307691931724548,92,100,25,"{'path': 'media/videos/RL agent against lightRushAI_102_779947c5.mp4', 'size': 735036, '_type': 'video-file', 'sha256': '779947c589194c3771661d6acc2e95ca820fb28f0f7d2154db7f20132af1b5e8'}",378,35306.0,64,"{'path': 'media/videos/RL agent against guidedRojoA3N_376_c54f4a9e.mp4', 'size': 835252, '_type': 'video-file', 'sha256': 'c54f4a9ef9f847c2851e31f2c5d56946368a8421eea5d75e41d2dba341b69278'}","{'path': 'media/videos/RL agent against randomAI_37_ade40eb6.mp4', 'size': 706616, '_type': 'video-file', 'sha256': 'ade40eb620e612ee98ef9cab039e6c67a14a6868666625579b069e179ee9dc08'}","{'_type': 'video-file', 'sha256': 'c45f5b8d152162781c249bc30dada64eff0dd4a5c3a6c2ce0e4083fcf6eb28a9', 'path': 'media/videos/RL agent against passiveAI_49_c45f5b8d.mp4', 'size': 505919}",52,100,1,0,0,"{'path': 'media/videos/RL agent against coacAI_133_ffe36234.mp4', 'size': 889405, '_type': 'video-file', 'sha256': 'ffe36234afe7a7304b22778a07e98253887312f9b1b11c038e97ecfa366e46a9'}",8,23,100,1617708407.1405346,96,7,0,6,0,21
2,ppo_gridnet_coacai_no_mask__1__1617249550,True,1,ppo_gridnet_coacai_no_mask,16,4000,256,True,0,vwxyzjn,True,0.00025,100,100000000,trained_models/ppo_gridnet_coacai_no_mask/agent-1.pt,16,gym-microrts-paper-eval,True,0,0,0,"{'path': 'media/videos/RL agent against naiveMCTSAI_350_06da7edc.mp4', 'size': 794915, '_type': 'video-file', 'sha256': '06da7edc3147d52519090749bf1517136ee3b4552e759e2ab762a77fe8c77ca1'}",0,100,"{'path': 'media/videos/RL agent against izanagi_406_cc715468.mp4', 'size': 535653, '_type': 'video-file', 'sha256': 'cc7154687da954f77d9558c6b62f50229e222511579b775672b6e52ca3b93871'}",100,0,0,0,100,5433185,"{'path': 'media/videos/RL agent against droplet_433_c56ab23e.mp4', 'size': 531046, '_type': 'video-file', 'sha256': 'c56ab23eaff4163d2a4ac38c39b4e07b646efa74d08e96983b529c56e18b9c5a'}","{'path': 'media/videos/RL agent against workerRushAI_285_1b5d1b82.mp4', 'size': 528042, '_type': 'video-file', 'sha256': '1b5d1b8222084729bd3a7c58b0be227341cecf52df2b7156ac5f2a427c927df3'}",0,0,100,209,"{'path': 'media/videos/RL agent against rojo_388_37cda7bd.mp4', 'size': 739802, '_type': 'video-file', 'sha256': '37cda7bd8f0fa118ceba6f70347fdf1f517a1109a550656f70d25a11309144d3'}","{'sha256': 'b3b078df2f6f004493d9bd151100b750f404a5e475c9ffd0ff8a039f3554282c', 'path': 'media/videos/RL agent against tiamat_423_b3b078df.mp4', 'size': 275268, '_type': 'video-file'}","{'size': 453041, '_type': 'video-file', 'sha256': 'edaaf8a9b1a974cac29dd5fe860445221abb0fe4266947ad8c0a3f227ad2fb42', 'path': 'media/videos/RL agent against mixedBot_367_edaaf8a9.mp4'}",0,"{'height': 1200, 'sha256': '24c2d85340354cf0637c06c1653280428fbb30410cd016e465c89a7781ee67a7', 'path': 'media/images/Match results_455_24c2d853.png', 'size': 60402, '_type': 'image-file', 'width': 1500, 'format': 'png'}",100,0,"{'path': 'media/videos/RL agent against randomBiasedAI_74_5c31e301.mp4', 'size': 764090, '_type': 'video-file', 'sha256': '5c31e30108b810e862fbec1733662986d40755a223303206ff24eb3623c015a4'}",0.0,0,0,100,1091,0.16076922416687012,0,100,100,91,0.8392307758331299,0,0,0,"{'path': 'media/videos/RL agent against lightRushAI_301_cba8706d.mp4', 'size': 456236, '_type': 'video-file', 'sha256': 'cba8706dec91b9e2ba1401407b631ea522414978998628f84cb3d83e7ce43768'}",456,30229.0,0,"{'path': 'media/videos/RL agent against guidedRojoA3N_454_5698c1a4.mp4', 'size': 641652, '_type': 'video-file', 'sha256': '5698c1a463ece4f19b6a0a42e3b790bdab8f57b4ce58a587de6b0debaf754268'}","{'path': 'media/videos/RL agent against randomAI_175_4a08c567.mp4', 'size': 401533, '_type': 'video-file', 'sha256': '4a08c567ff01cb6469650b9d9d57e633e44d0ece3922c7805ed2ad97925119d9'}","{'path': 'media/videos/RL agent against passiveAI_276_7176649d.mp4', 'size': 284715, '_type': 'video-file', 'sha256': '7176649d7eabb8ef90a19367a56723f91f1ef5a619e2d74b554739975d1cf667'}",0,0,0,100,0,"{'path': 'media/videos/RL agent against coacAI_321_fa9a400b.mp4', 'size': 557137, '_type': 'video-file', 'sha256': 'fa9a400ba2b62cb836a8b8e5c9ad479ab6ec93d52ecfe95331aa4a8442c80965'}",100,100,0,1617279780.9719725,0,0,9,0,0,100
3,ppo_coacai_naive__1__1617076896,True,1,ppo_coacai_naive,16,4000,256,True,0,vwxyzjn,True,0.00025,100,100000000,trained_models/ppo_coacai_naive/agent-3.pt,16,gym-microrts-paper-eval,True,0,0,0,"{'size': 656411, '_type': 'video-file', 'sha256': '00911ca2c9d3144ed8d4411346d037261f182f69433aac6340128b9c2d9e2f10', 'path': 'media/videos/RL agent against naiveMCTSAI_380_00911ca2.mp4'}",0,100,"{'size': 443411, '_type': 'video-file', 'sha256': '4dad78dc93aab6aca4df8afb31ff504b1e45a10315c8cb8041886d9382497167', 'path': 'media/videos/RL agent against izanagi_444_4dad78dc.mp4'}",100,0,0,0,98,387247,"{'path': 'media/videos/RL agent against droplet_472_23c26b74.mp4', 'size': 516054, '_type': 'video-file', 'sha256': '23c26b743853ae547c00f1eafe2c562ea442881d208146959515d1eb64d5abd7'}","{'path': 'media/videos/RL agent against workerRushAI_299_3564f5a0.mp4', 'size': 531137, '_type': 'video-file', 'sha256': '3564f5a0dc307adade4f853bc7e12f2a40181ede506d0914f0454666a3a091e7'}",0,0,100,247,"{'path': 'media/videos/RL agent against rojo_424_1537943e.mp4', 'size': 551672, '_type': 'video-file', 'sha256': '1537943eba98d328269b0e4df5ef8690bd23b5bf57028b99f33d7811ab3ddd8a'}","{'path': 'media/videos/RL agent against tiamat_462_572e7bdf.mp4', 'size': 404877, '_type': 'video-file', 'sha256': '572e7bdf91714bb73dd313dcf17054b343c715464fa221c42cb4072c3453cd3c'}","{'_type': 'video-file', 'sha256': '738a792963f854195b87323e12a7d09fa5cdf285e8474c57fdbf19e1c23678e8', 'path': 'media/videos/RL agent against mixedBot_399_738a7929.mp4', 'size': 429307}",0,"{'format': 'png', 'height': 1200, 'sha256': 'ae80d3b6670603ae441bc71aa28ce46b59753a06bbc60b2c6e240275fb9e265d', 'path': 'media/images/Match results_497_ae80d3b6.png', 'size': 61097, '_type': 'image-file', 'width': 1500}",100,0,"{'path': 'media/videos/RL agent against randomBiasedAI_87_e0cdb7be.mp4', 'size': 734856, '_type': 'video-file', 'sha256': 'e0cdb7bef925874a150fa8e1d0477d8f6d7b2b95261d07794d3540a28488cd69'}",0.0,0,0,100,1053,0.1899999976158142,0,100,100,55,0.8100000023841858,0,0,0,"{'path': 'media/videos/RL agent against lightRushAI_317_f4a45df4.mp4', 'size': 381834, '_type': 'video-file', 'sha256': 'f4a45df45342626833f2ae6d8a9dd348c59ce7a3f896007a96e4bd0014f539fd'}",498,33484.0,2,"{'path': 'media/videos/RL agent against guidedRojoA3N_496_667ac30e.mp4', 'size': 628392, '_type': 'video-file', 'sha256': '667ac30e36b8afde319257e5f13ba6c379ee741f36e9607695bb79881f99c9c6'}","{'path': 'media/videos/RL agent against randomAI_188_1f95158c.mp4', 'size': 362123, '_type': 'video-file', 'sha256': '1f95158c0a362255f6e65b74669f64679d98925e965edc28357671c81d291fc8'}","{'path': 'media/videos/RL agent against passiveAI_289_3cc4aac3.mp4', 'size': 328770, '_type': 'video-file', 'sha256': '3cc4aac3cdc22067ee173a5d09c4e26ea04b21989318c12352f9e42ff7a02eef'}",0,0,0,100,0,"{'path': 'media/videos/RL agent against coacAI_340_75465aa1.mp4', 'size': 450328, '_type': 'video-file', 'sha256': '75465aa1215786608c37a4ad7b500c77a98c800150c70714088220ac13c29b7d'}",100,100,0,1617110385.800779,0,0,45,0,0,100
4,ppo_coacai_partial_mask__1__1617076877,True,1,ppo_coacai_partial_mask,16,4000,256,True,0,vwxyzjn,True,0.00025,100,100000000,trained_models/ppo_coacai_partial_mask/agent-4.pt,16,gym-microrts-paper-eval,True,24,29,53,"{'path': 'media/videos/RL agent against naiveMCTSAI_413_eb0c7140.mp4', 'size': 718904, '_type': 'video-file', 'sha256': 'eb0c714016de1b52e82dd53bdd60ed759d5b1d74e16341465084d8c259d17071'}",2,63,"{'sha256': '4e2bb7fd11fc02c1821fcbb49c0f2b9ef7bcfeffc6da2e1e7be49fe8d294f553', 'path': 'media/videos/RL agent against izanagi_583_4e2bb7fd.mp4', 'size': 794887, '_type': 'video-file'}",99,16,16,6,29,387247,"{'path': 'media/videos/RL agent against droplet_686_87d3279b.mp4', 'size': 660981, '_type': 'video-file', 'sha256': '87d3279b978ecc1874fcd330044ccf9dc0dbff0b6e817e833ccba56d62a9259d'}","{'_type': 'video-file', 'sha256': '7ea7db63756deaca9afe62b4616d8660555cbd702cea223a492a56fdac142a07', 'path': 'media/videos/RL agent against workerRushAI_212_7ea7db63.mp4', 'size': 650378}",0,4,94,289,"{'sha256': 'a3653c55e4d2b39e57c82ddc4c991ec0ae12b93e22ef903991e4cbdba4348f02', 'path': 'media/videos/RL agent against rojo_537_a3653c55.mp4', 'size': 581376, '_type': 'video-file'}","{'sha256': '080d3a163c3e252de8e26fdc472f4fac2aa6bfb03457f90e683b0034a050034d', 'path': 'media/videos/RL agent against tiamat_640_080d3a16.mp4', 'size': 593308, '_type': 'video-file'}","{'path': 'media/videos/RL agent against mixedBot_463_e59631d4.mp4', 'size': 703752, '_type': 'video-file', 'sha256': 'e59631d438cf2e248e88068f25f081126843cd432f891e0e478b25d5dfd6a8c0'}",413,"{'format': 'png', 'height': 1200, 'sha256': '8143bacd6e8eabf6a392c35bc0e48f561f261cb7eabab826efa093cc8d3b2d4f', 'path': 'media/images/Match results_773_8143bacd.png', 'size': 80844, '_type': 'image-file', 'width': 1500}",7,2,"{'sha256': '0e8c8f3342acf231c33087276a3ac2e5691ee2d3b15ec82a615afd80b982b0a5', 'path': 'media/videos/RL agent against randomBiasedAI_73_0e8c8f33.mp4', 'size': 659402, '_type': 'video-file'}",0.3176923096179962,1,4,22,598,0.2223076969385147,2,50,18,0,0.4600000083446502,24,78,0,"{'_type': 'video-file', 'sha256': 'b11e260a1b2bd126c7627650e9048f516877681ad22055c1ac06633f0957a23f', 'path': 'media/videos/RL agent against lightRushAI_270_b11e260a.mp4', 'size': 579398}",774,56657.0,71,"{'_type': 'video-file', 'sha256': '1d18dd2e96ef3e29bb7f57af81231d2f53be4754c3e5c8659b156399aa92e4aa', 'path': 'media/videos/RL agent against guidedRojoA3N_772_1d18dd2e.mp4', 'size': 657341}","{'path': 'media/videos/RL agent against randomAI_128_f405ada3.mp4', 'size': 519957, '_type': 'video-file', 'sha256': 'f405ada3846f387105e9050f667da886f26c9edde2b39af7eb0dc641960ca22c'}","{'size': 515026, '_type': 'video-file', 'sha256': '4421d949dd646b1c722b7d652e9da45fe16b9c50d6c1e6308f51979debdfcda2', 'path': 'media/videos/RL agent against passiveAI_164_4421d949.mp4'}",34,53,40,4,0,"{'path': 'media/videos/RL agent against coacAI_320_b966affb.mp4', 'size': 382822, '_type': 'video-file', 'sha256': 'b966affb05c08c0cc18207b7e9441250c21bf5814313133bc11b7a94f901e61b'}",72,96,96,1617133535.9823616,53,0,47,21,0,70
5,ppo_diverse__1__1617070493,True,1,ppo_diverse,16,4000,256,True,0,vwxyzjn,True,0.00025,100,100000000,trained_models/ppo_diverse/agent-4.pt,16,gym-microrts-paper-eval,True,100,93,6,"{'path': 'media/videos/RL agent against naiveMCTSAI_258_643813e9.mp4', 'size': 520320, '_type': 'video-file', 'sha256': '643813e90d5aeed7a7ea93a6e48b60ec35665639e3dc681b112c06380154e974'}",90,56,"{'path': 'media/videos/RL agent against izanagi_329_b8fd2ce1.mp4', 'size': 630397, '_type': 'video-file', 'sha256': 'b8fd2ce1e0752456cfa59daa78c92fa3308f732873a5b0fe8825101cc6cf47e6'}",13,36,7,0,0,387247,"{'path': 'media/videos/RL agent against droplet_389_748007f6.mp4', 'size': 619722, '_type': 'video-file', 'sha256': '748007f685225f6f8d29d8665e23a9f70177f5900cc50db3c9bd98cdbdd43e56'}","{'size': 600475, '_type': 'video-file', 'sha256': 'b027ba1cc7216db23b7e6b7055b18ae9bc854910bfb51ebc7d0977f2d53cbebb', 'path': 'media/videos/RL agent against workerRushAI_103_b027ba1c.mp4'}",0,0,0,122,"{'size': 686495, '_type': 'video-file', 'sha256': '1dae040c3a1a35f155eb6329ccff8534cf85fd5a70344641d62ec68ed9bf1bc7', 'path': 'media/videos/RL agent against rojo_299_1dae040c.mp4'}","{'path': 'media/videos/RL agent against tiamat_345_008d0a2a.mp4', 'size': 619987, '_type': 'video-file', 'sha256': '008d0a2a87275f5aff3b6b5b3e42ece1f694ed954dc1dbf3926e02dd31ad053e'}","{'path': 'media/videos/RL agent against mixedBot_274_854248cd.mp4', 'size': 522879, '_type': 'video-file', 'sha256': '854248cd5e4d0110273b475729032f5e27083ee09e171841582098cb74bb8a48'}",1072,"{'path': 'media/images/Match results_424_8b78386e.png', 'size': 68502, '_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1200, 'sha256': '8b78386ee4f718e632636d64a36e06896466d2f3ed749fb910d0392cef74f201'}",0,0,"{'path': 'media/videos/RL agent against randomBiasedAI_27_0b50e8ff.mp4', 'size': 620117, '_type': 'video-file', 'sha256': '0b50e8ff7dd36e5dd766b87768aa307f5ddd68d3ee6b5dbc3d0ae285f747ad7b'}",0.8246153593063354,1,100,1,106,0.0938461571931839,10,35,1,0,0.08153846114873886,99,99,12,"{'sha256': '546477df2b19a70e663e76da5ae18d72fb79bfb9778a078b379c041e82583e8d', 'path': 'media/videos/RL agent against lightRushAI_129_546477df.mp4', 'size': 592726, '_type': 'video-file'}",425,29557.0,88,"{'path': 'media/videos/RL agent against guidedRojoA3N_423_636689bd.mp4', 'size': 641983, '_type': 'video-file', 'sha256': '636689bd3c0313ca0129c7e230b33d533178f698e1b065058103f7af37d6d988'}","{'path': 'media/videos/RL agent against randomAI_46_16c106fa.mp4', 'size': 514587, '_type': 'video-file', 'sha256': '16c106fac3f97d8645221359284575c0f41485bf5b8c9b0b48b6357caf180f4b'}","{'_type': 'video-file', 'sha256': '100d69bb32839a3d0df2c7ffd9f0f4e448eeb96bb983f821ca9c68a0abaf4495', 'path': 'media/videos/RL agent against passiveAI_60_100d69bb.mp4', 'size': 463639}",58,99,0,0,0,"{'path': 'media/videos/RL agent against coacAI_164_21a36577.mp4', 'size': 541858, '_type': 'video-file', 'sha256': '21a36577f8c821d968972220b2af3d41651e5cf45d499051f069c47817717865'}",1,0,100,1617100051.4740589,100,86,1,8,0,0
6,ppo_gridnet_coacai_partial_mask__1__1616969925,True,1,ppo_gridnet_coacai_partial_mask,16,4000,256,True,0,vwxyzjn,True,0.00025,100,100000000,trained_models/ppo_gridnet_coacai_partial_mask/agent-1.pt,16,gym-microrts-paper-eval,True,0,0,0,"{'_type': 'video-file', 'sha256': '2354925f98c90f64c2254fd02147d1741f895f4572045515847092f6ba29a23e', 'path': 'media/videos/RL agent against naiveMCTSAI_363_2354925f.mp4', 'size': 806695}",0,100,"{'path': 'media/videos/RL agent against izanagi_421_342792bc.mp4', 'size': 558379, '_type': 'video-file', 'sha256': '342792bc1ce29d4a23e78bd4daf9fc7e8920d0058220458d37365da02c6c9164'}",100,0,0,0,100,5433185,"{'path': 'media/videos/RL agent against droplet_448_e8d7f6e2.mp4', 'size': 586632, '_type': 'video-file', 'sha256': 'e8d7f6e2d89cf2365d96b5cc983fce2f5c028d4db066a8a4ef4f553823769f3e'}","{'_type': 'video-file', 'sha256': 'd21f210076ae214f8d95cf26b9138f3d45894fe0dc102d391bccd77164cb2018', 'path': 'media/videos/RL agent against workerRushAI_290_d21f2100.mp4', 'size': 584952}",0,0,100,213,"{'path': 'media/videos/RL agent against rojo_403_9cebb036.mp4', 'size': 808853, '_type': 'video-file', 'sha256': '9cebb036c6b3df0e04ff28e25a6e13202521b405dc769632947a6318c0b35bfe'}","{'path': 'media/videos/RL agent against tiamat_438_20f88eeb.mp4', 'size': 493422, '_type': 'video-file', 'sha256': '20f88eeb562a25991c117f7de013430e5670d09f50993524475037c05c399b53'}","{'sha256': '2bf7d6683da0f4da9cebf194e9aee50c0a042e6e106689e105df21eb278cf034', 'path': 'media/videos/RL agent against mixedBot_381_2bf7d668.mp4', 'size': 546822, '_type': 'video-file'}",0,"{'sha256': '29b86ecef434ffbac51d13a77910cdac3c433fed1e6cb7ddc637e49b60257186', 'path': 'media/images/Match results_471_29b86ece.png', 'size': 61274, '_type': 'image-file', 'width': 1500, 'format': 'png', 'height': 1200}",100,0,"{'path': 'media/videos/RL agent against randomBiasedAI_78_5141ff06.mp4', 'size': 925736, '_type': 'video-file', 'sha256': '5141ff06a76bc7eb6e39195d2e0831d4bae69552de8497123a4b66aa6cb3d348'}",0.0,0,0,100,1087,0.16384615004062653,0,100,100,87,0.8361538648605347,0,0,0,"{'path': 'media/videos/RL agent against lightRushAI_307_47fc2d83.mp4', 'size': 484889, '_type': 'video-file', 'sha256': '47fc2d83263e752200f563e743cf51ffc71c3b2e1dd600481755d5f2bf6fe0fa'}",472,30648.0,0,"{'sha256': '02f026811ac997a94d97ca7a8c68eec89e6db48d3c0a0e8f13f1f1b1dd481f8b', 'path': 'media/videos/RL agent against guidedRojoA3N_470_02f02681.mp4', 'size': 750391, '_type': 'video-file'}","{'path': 'media/videos/RL agent against randomAI_179_66edcd56.mp4', 'size': 531756, '_type': 'video-file', 'sha256': '66edcd5668c41da05ed0f2ba207d3eff468ebebfc2b707426dc3dfb99a76f899'}","{'_type': 'video-file', 'sha256': '6e698001f12a9e783253a02e7fa2ddf475e96a4b6d2bf79680843aa962a941a5', 'path': 'media/videos/RL agent against passiveAI_280_6e698001.mp4', 'size': 464460}",0,0,0,100,0,"{'_type': 'video-file', 'sha256': '646546000575e0b079bbafa3573c56ec51fa359a0be6aa8567ad063f801f661c', 'path': 'media/videos/RL agent against coacAI_328_64654600.mp4', 'size': 693705}",100,100,0,1617000574.2155578,0,0,13,0,0,100
